File,Diameter (mm),Velocity (mm/s),Coverage (%),Weld Radius (mm),Weld Height (mm),Weld Half-width (mm),Depth (mm),S11 (Mpa),S22 (Mpa),S33 (Mpa),S11-S22 (Mpa)
calc10,0.4,85000,200,0.6,1.8,5.5,0.49,52.09861,-9.21945,21.25205,61.31806
calc10,0.4,85000,200,0.6,1.8,5.5,0.504,51.04181,-6.90218,20.05685,57.94399
calc10,0.4,85000,200,0.6,1.8,5.5,0.519,48.76544,-4.83616,18.8582,53.6016
calc10,0.4,85000,200,0.6,1.8,5.5,0.534,45.59982,-2.94445,18.36985,48.54427
calc10,0.4,85000,200,0.6,1.8,5.5,0.549,42.46823,-1.05913,17.03291,43.52736
calc10,0.4,85000,200,0.6,1.8,5.5,0.564,39.3503,0.780341,15.95885,38.569959
calc10,0.4,85000,200,0.6,1.8,5.5,0.579,36.42229,2.245181,15.59905,34.177109
calc10,0.4,85000,200,0.6,1.8,5.5,0.593,33.51503,3.694772,14.64329,29.820258
calc10,0.4,85000,200,0.6,1.8,5.5,0.608,30.58782,5.15905,14.15245,25.42877
calc10,0.4,85000,200,0.6,1.8,5.5,0.623,27.82063,6.454145,13.29745,21.366485
calc10,0.4,85000,200,0.6,1.8,5.5,0.638,25.2711,7.500708,12.96503,17.770392
calc10,0.4,85000,200,0.6,1.8,5.5,0.653,22.74231,8.529586,12.27008,14.212724
calc10,0.4,85000,200,0.6,1.8,5.5,0.668,20.19681,9.57441,11.81909,10.6224
calc10,0.4,85000,200,0.6,1.8,5.5,0.682,18.11832,10.39959,11.23252,7.71873
calc10,0.4,85000,200,0.6,1.8,5.5,0.697,16.94916,10.81278,10.65195,6.13638
calc10,0.4,85000,200,0.6,1.8,5.5,0.712,15.77163,11.22607,10.18928,4.54556
calc10,0.4,85000,200,0.6,1.8,5.5,0.727,14.60428,11.64477,9.601834,2.95951
calc10,0.4,85000,200,0.6,1.8,5.5,0.742,13.42472,12.05374,9.247197,1.37098
calc11,0.4,70000,100,0.6,1.8,5.5,0.0,-130.241,-11.71,-154.879,-118.531
calc11,0.4,70000,100,0.6,1.8,5.5,0.0137,-175.07,-616.271,-202.983,441.201
calc11,0.4,70000,100,0.6,1.8,5.5,0.0275,-248.671,-17.9971,-276.173,-230.6739
calc11,0.4,70000,100,0.6,1.8,5.5,0.0412,-310.193,0.173824,-330.34,-310.366824
calc11,0.4,70000,100,0.6,1.8,5.5,0.0549,-350.346,-3.50433,-363.406,-346.84167
calc11,0.4,70000,100,0.6,1.8,5.5,0.0686,-374.302,-5.83786,-383.005,-368.46414
calc11,0.4,70000,100,0.6,1.8,5.5,0.0824,-384.504,-9.32715,-389.036,-375.17685
calc11,0.4,70000,100,0.6,1.8,5.5,0.0961,-386.642,-12.3111,-385.309,-374.3309
calc11,0.4,70000,100,0.6,1.8,5.5,0.11,-384.798,-14.6994,-375.846,-370.0986
calc11,0.4,70000,100,0.6,1.8,5.5,0.124,-380.99,-16.5408,-362.485,-364.4492
calc11,0.4,70000,100,0.6,1.8,5.5,0.137,-375.545,-17.188,-346.608,-358.357
calc11,0.4,70000,100,0.6,1.8,5.5,0.151,-365.736,-17.2334,-327.907,-348.5026
calc11,0.4,70000,100,0.6,1.8,5.5,0.165,-348.121,-17.0494,-304.422,-331.0716
calc11,0.4,70000,100,0.6,1.8,5.5,0.178,-319.628,-16.3718,-275.757,-303.2562
calc11,0.4,70000,100,0.6,1.8,5.5,0.192,-285.65,-15.3156,-244.447,-270.3344
calc11,0.4,70000,100,0.6,1.8,5.5,0.206,-244.119,-14.0273,-210.466,-230.0917
calc11,0.4,70000,100,0.6,1.8,5.5,0.22,-200.992,-12.2379,-175.79,-188.7541
calc11,0.4,70000,100,0.6,1.8,5.5,0.233,-158.004,-10.392,-142.153,-147.612
calc11,0.4,70000,100,0.6,1.8,5.5,0.247,-114.451,-8.00641,-108.268,-106.44459
calc11,0.4,70000,100,0.6,1.8,5.5,0.261,-77.6287,-5.66704,-80.5169,-71.96166
calc11,0.4,70000,100,0.6,1.8,5.5,0.275,-41.2848,-2.95452,-53.4676,-38.33028
calc11,0.4,70000,100,0.6,1.8,5.5,0.288,-12.5751,-0.27566,-32.5085,-12.29944
calc11,0.4,70000,100,0.6,1.8,5.5,0.302,12.1256,2.4873,-15.004,9.6383
calc11,0.4,70000,100,0.6,1.8,5.5,0.316,34.08801,5.20246,0.718078,28.88555
calc11,0.4,70000,100,0.6,1.8,5.5,0.329,47.067,7.929216,10.11457,39.137784
calc11,0.4,70000,100,0.6,1.8,5.5,0.343,59.92306,10.45145,19.50392,49.47161
calc11,0.4,70000,100,0.6,1.8,5.5,0.357,66.61108,13.00343,24.98464,53.60765
calc11,0.4,70000,100,0.6,1.8,5.5,0.371,69.4786,15.34829,28.05233,54.13031
calc11,0.4,70000,100,0.6,1.8,5.5,0.384,72.31725,17.57807,31.1251,54.73918
calc11,0.4,70000,100,0.6,1.8,5.5,0.398,70.54018,19.80337,31.36202,50.73681
calc11,0.4,70000,100,0.6,1.8,5.5,0.412,67.77626,21.73853,30.99377,46.03773
calc11,0.4,70000,100,0.6,1.8,5.5,0.426,65.02237,23.61549,30.63405,41.40688
calc11,0.4,70000,100,0.6,1.8,5.5,0.439,61.67822,25.4871,29.87206,36.19112
calc11,0.4,70000,100,0.6,1.8,5.5,0.453,58.19294,27.08546,29.01699,31.10748
calc11,0.4,70000,100,0.6,1.8,5.5,0.467,54.72919,28.6232,28.17155,26.10599
calc11,0.4,70000,100,0.6,1.8,5.5,0.48,51.54572,30.16213,27.41344,21.38359
calc11,0.4,70000,100,0.6,1.8,5.5,0.494,48.55542,31.52339,26.71515,17.03203
calc11,0.4,70000,100,0.6,1.8,5.5,0.508,45.58674,32.75676,26.02616,12.82998
calc11,0.4,70000,100,0.6,1.8,5.5,0.522,42.66083,33.99587,25.34656,8.66496
calc11,0.4,70000,100,0.6,1.8,5.5,0.535,40.16338,35.20577,24.77336,4.95761
calc11,0.4,70000,100,0.6,1.8,5.5,0.549,37.68396,36.17543,24.20894,1.50853
calc11,0.4,70000,100,0.6,1.8,5.5,0.563,35.18904,37.15504,23.6365,-1.966
calc11,0.4,70000,100,0.6,1.8,5.5,0.577,32.87413,38.12443,23.11015,-5.2503
calc11,0.4,70000,100,0.6,1.8,5.5,0.59,30.83692,39.02648,22.64198,-8.18956
calc11,0.4,70000,100,0.6,1.8,5.5,0.604,28.81091,39.7736,22.18175,-10.96269
calc11,0.4,70000,100,0.6,1.8,5.5,0.618,26.77615,40.53625,21.71411,-13.7601
calc11,0.4,70000,100,0.6,1.8,5.5,0.631,25.12292,41.28237,21.33597,-16.15945
calc11,0.4,70000,100,0.6,1.8,5.5,0.645,24.22239,41.89641,21.12965,-17.67402
calc11,0.4,70000,100,0.6,1.8,5.5,0.659,23.31849,42.23356,20.91859,-18.91507
calc11,0.4,70000,100,0.6,1.8,5.5,0.673,22.41813,42.55915,20.71276,-20.14102
calc11,0.4,70000,100,0.6,1.8,5.5,0.686,21.5134,42.8955,20.50072,-21.3821
calc12,0.4,70000,300,0.6,1.8,5.5,0.0,-41.6647,-28.4627,-58.0137,-13.202
calc12,0.4,70000,300,0.6,1.8,5.5,0.0137,-73.2143,-11.2592,-124.099,-61.9551
calc12,0.4,70000,300,0.6,1.8,5.5,0.0275,-141.37,-0.53095,-226.197,-140.83905
calc12,0.4,70000,300,0.6,1.8,5.5,0.0412,-219.075,-2.88139,-297.623,-216.19361
calc12,0.4,70000,300,0.6,1.8,5.5,0.0549,-285.45,-29.6518,-339.188,-255.7982
calc12,0.4,70000,300,0.6,1.8,5.5,0.0686,-330.291,0.469293,-376.686,-330.760293
calc12,0.4,70000,300,0.6,1.8,5.5,0.0824,-355.441,-19.436,-407.713,-336.005
calc12,0.4,70000,300,0.6,1.8,5.5,0.0961,-370.173,-55.8298,-423.864,-314.3432
calc12,0.4,70000,300,0.6,1.8,5.5,0.11,-378.302,-74.3956,-405.917,-303.9064
calc12,0.4,70000,300,0.6,1.8,5.5,0.124,-381.35,-98.2949,-392.471,-283.0551
calc12,0.4,70000,300,0.6,1.8,5.5,0.137,-380.928,-100.626,-395.058,-280.302
calc12,0.4,70000,300,0.6,1.8,5.5,0.151,-377.994,-111.819,-363.253,-266.175
calc12,0.4,70000,300,0.6,1.8,5.5,0.165,-371.816,-96.7962,-359.118,-275.0198
calc12,0.4,70000,300,0.6,1.8,5.5,0.178,-356.959,-103.342,-317.632,-253.617
calc12,0.4,70000,300,0.6,1.8,5.5,0.192,-338.885,-88.3059,-304.18,-250.5791
calc12,0.4,70000,300,0.6,1.8,5.5,0.206,-308.871,-88.9936,-258.989,-219.8774
calc12,0.4,70000,300,0.6,1.8,5.5,0.22,-278.04,-78.2417,-250.709,-199.7983
calc12,0.4,70000,300,0.6,1.8,5.5,0.233,-243.662,-77.1036,-209.752,-166.5584
calc12,0.4,70000,300,0.6,1.8,5.5,0.247,-209.702,-72.9419,-206.447,-136.7601
calc12,0.4,70000,300,0.6,1.8,5.5,0.261,-180.941,-67.4533,-170.834,-113.4877
calc12,0.4,70000,300,0.6,1.8,5.5,0.275,-153.484,-64.8777,-172.657,-88.6063
calc12,0.4,70000,300,0.6,1.8,5.5,0.288,-130.613,-61.0372,-142.697,-69.5758
calc12,0.4,70000,300,0.6,1.8,5.5,0.302,-111.088,-58.7149,-130.049,-52.3731
calc12,0.4,70000,300,0.6,1.8,5.5,0.316,-92.6122,-56.3124,-134.416,-36.2998
calc12,0.4,70000,300,0.6,1.8,5.5,0.329,-78.5172,-52.3828,-106.712,-26.1344
calc12,0.4,70000,300,0.6,1.8,5.5,0.343,-64.7151,-50.7439,-95.9635,-13.9712
calc12,0.4,70000,300,0.6,1.8,5.5,0.357,-52.3407,-48.262,-99.7534,-4.0787
calc12,0.4,70000,300,0.6,1.8,5.5,0.371,-40.8332,-45.2746,-75.6022,4.4414
calc12,0.4,70000,300,0.6,1.8,5.5,0.384,-29.5324,-43.6712,-66.6072,14.1388
calc12,0.4,70000,300,0.6,1.8,5.5,0.398,-19.2236,-41.7262,-68.8944,22.5026
calc12,0.4,70000,300,0.6,1.8,5.5,0.412,-9.0795,-39.7577,-49.12,30.6782
calc12,0.4,70000,300,0.6,1.8,5.5,0.426,0.92993,-37.9848,-41.3354,38.91473
calc12,0.4,70000,300,0.6,1.8,5.5,0.439,9.557946,-36.5552,-42.0149,46.113146
calc12,0.4,70000,300,0.6,1.8,5.5,0.453,17.90469,-35.4278,-26.1889,53.33249
calc12,0.4,70000,300,0.6,1.8,5.5,0.467,26.17554,-33.8906,-19.7202,60.06614
calc12,0.4,70000,300,0.6,1.8,5.5,0.48,33.3926,-32.7519,-19.6003,66.1445
calc12,0.4,70000,300,0.6,1.8,5.5,0.494,39.85057,-31.5486,-8.89908,71.39917
calc12,0.4,70000,300,0.6,1.8,5.5,0.508,46.28625,-30.7613,-2.85398,77.04755
calc12,0.4,70000,300,0.6,1.8,5.5,0.522,52.50696,-29.7433,-2.38942,82.25026
calc12,0.4,70000,300,0.6,1.8,5.5,0.535,56.89608,-27.9803,4.505411,84.87638
calc12,0.4,70000,300,0.6,1.8,5.5,0.549,61.28492,-27.6171,6.499279,88.90202
calc12,0.4,70000,300,0.6,1.8,5.5,0.563,65.6648,-25.6251,11.80516,91.2899
calc12,0.4,70000,300,0.6,1.8,5.5,0.577,69.13193,-25.5824,12.3229,94.71433
calc12,0.4,70000,300,0.6,1.8,5.5,0.59,70.96175,-23.2259,15.19052,94.18765
calc12,0.4,70000,300,0.6,1.8,5.5,0.604,72.80182,-23.1528,16.71119,95.95462
calc12,0.4,70000,300,0.6,1.8,5.5,0.618,74.63291,-20.806,18.28923,95.43891
calc12,0.4,70000,300,0.6,1.8,5.5,0.631,75.91893,-19.7147,18.41484,95.63363
calc12,0.4,70000,300,0.6,1.8,5.5,0.645,76.12454,-20.327,19.70406,96.45154
calc12,0.4,70000,300,0.6,1.8,5.5,0.659,76.30212,-18.157,18.81528,94.45912
calc12,0.4,70000,300,0.6,1.8,5.5,0.673,76.50594,-18.3258,27.77551,94.83174
calc13,0.4,70000,150,0.6,1.8,5.5,0.0,-134.508,-26.311,-115.708,-108.197
calc13,0.4,70000,150,0.6,1.8,5.5,0.0137,-173.929,-6.73721,-160.237,-167.19179
calc13,0.4,70000,150,0.6,1.8,5.5,0.0275,-243.005,5.548317,-238.786,-248.553317
calc13,0.4,70000,150,0.6,1.8,5.5,0.0412,-304.688,1.564835,-311.378,-306.252835
calc13,0.4,70000,150,0.6,1.8,5.5,0.0549,-347.941,-2.22962,-361.274,-345.71138
calc13,0.4,70000,150,0.6,1.8,5.5,0.0686,-376.178,-5.84827,-387.046,-370.32973
calc13,0.4,70000,150,0.6,1.8,5.5,0.0824,-394.545,-9.98569,-397.439,-384.55931
calc13,0.4,70000,150,0.6,1.8,5.5,0.0961,-406.522,-14.2541,-400.275,-392.2679
calc13,0.4,70000,150,0.6,1.8,5.5,0.11,-413.321,-18.3823,-398.633,-394.9387
calc13,0.4,70000,150,0.6,1.8,5.5,0.124,-416.183,-23.0028,-394.719,-393.1802
calc13,0.4,70000,150,0.6,1.8,5.5,0.137,-413.844,-27.1539,-387.993,-386.6901
calc13,0.4,70000,150,0.6,1.8,5.5,0.151,-408.653,-30.8276,-378.353,-377.8254
calc13,0.4,70000,150,0.6,1.8,5.5,0.165,-399.761,-34.601,-364.536,-365.16
calc13,0.4,70000,150,0.6,1.8,5.5,0.178,-383.48,-37.15,-343.249,-346.33
calc13,0.4,70000,150,0.6,1.8,5.5,0.192,-363.898,-39.9381,-318.778,-323.9599
calc13,0.4,70000,150,0.6,1.8,5.5,0.206,-331.415,-41.0223,-283.745,-290.3927
calc13,0.4,70000,150,0.6,1.8,5.5,0.22,-296.903,-42.362,-247.182,-254.541
calc13,0.4,70000,150,0.6,1.8,5.5,0.233,-253.806,-42.016,-207.219,-211.79
calc13,0.4,70000,150,0.6,1.8,5.5,0.247,-209.616,-41.9455,-166.664,-167.6705
calc13,0.4,70000,150,0.6,1.8,5.5,0.261,-167.432,-40.6641,-132.831,-126.7679
calc13,0.4,70000,150,0.6,1.8,5.5,0.275,-124.566,-39.4913,-99.3663,-85.0747
calc13,0.4,70000,150,0.6,1.8,5.5,0.288,-88.2053,-37.7376,-73.0693,-50.4677
calc13,0.4,70000,150,0.6,1.8,5.5,0.302,-54.3342,-35.884,-50.1322,-18.4502
calc13,0.4,70000,150,0.6,1.8,5.5,0.316,-23.6859,-33.8989,-29.7098,10.213
calc13,0.4,70000,150,0.6,1.8,5.5,0.329,-1.30887,-31.8243,-16.289,30.51543
calc13,0.4,70000,150,0.6,1.8,5.5,0.343,20.53389,-29.7263,-3.18322,50.26019
calc13,0.4,70000,150,0.6,1.8,5.5,0.357,35.74952,-27.7322,5.46633,63.48172
calc13,0.4,70000,150,0.6,1.8,5.5,0.371,47.02479,-25.7852,11.44751,72.80999
calc13,0.4,70000,150,0.6,1.8,5.5,0.384,57.98464,-23.8579,17.25682,81.84254
calc13,0.4,70000,150,0.6,1.8,5.5,0.398,61.40401,-22.2116,18.89727,83.61561
calc13,0.4,70000,150,0.6,1.8,5.5,0.412,63.27808,-20.611,19.68107,83.88908
calc13,0.4,70000,150,0.6,1.8,5.5,0.426,65.07027,-19.0302,20.42219,84.10047
calc13,0.4,70000,150,0.6,1.8,5.5,0.439,63.72884,-17.7617,19.70363,81.49054
calc13,0.4,70000,150,0.6,1.8,5.5,0.453,61.65637,-16.5557,18.64449,78.21207
calc13,0.4,70000,150,0.6,1.8,5.5,0.467,59.6293,-15.3635,17.60484,74.9928
calc13,0.4,70000,150,0.6,1.8,5.5,0.48,57.55226,-14.367,16.65348,71.91926
calc13,0.4,70000,150,0.6,1.8,5.5,0.494,55.4088,-13.5061,15.75222,68.9149
calc13,0.4,70000,150,0.6,1.8,5.5,0.508,53.31562,-12.6562,14.8708,65.97182
calc13,0.4,70000,150,0.6,1.8,5.5,0.522,51.23796,-11.8313,14.00642,63.06926
calc13,0.4,70000,150,0.6,1.8,5.5,0.535,49.40203,-11.2466,13.33327,60.64863
calc13,0.4,70000,150,0.6,1.8,5.5,0.549,47.5964,-10.6674,12.66981,58.2638
calc13,0.4,70000,150,0.6,1.8,5.5,0.563,45.76729,-10.0852,11.99891,55.85249
calc13,0.4,70000,150,0.6,1.8,5.5,0.577,44.06164,-9.5818,11.38855,53.64344
calc13,0.4,70000,150,0.6,1.8,5.5,0.59,42.50647,-9.21039,10.86442,51.71686
calc13,0.4,70000,150,0.6,1.8,5.5,0.604,40.97117,-8.83968,10.34623,49.81085
calc13,0.4,70000,150,0.6,1.8,5.5,0.618,39.42075,-8.46973,9.823503,47.89048
calc13,0.4,70000,150,0.6,1.8,5.5,0.631,38.15819,-8.17697,9.400221,46.33516
calc13,0.4,70000,150,0.6,1.8,5.5,0.645,37.45804,-8.04005,9.170616,45.49809
calc13,0.4,70000,150,0.6,1.8,5.5,0.659,36.75191,-7.90058,8.943006,44.65249
calc13,0.4,70000,150,0.6,1.8,5.5,0.673,36.04503,-7.76564,8.708395,43.81067
calc13,0.4,70000,150,0.6,1.8,5.5,0.686,35.34418,-7.62442,8.485117,42.9686
calc18,0.4,70000,200,0.6,1.8,5.0,0.0,-64.8131,-21.0346,-72.8291,-43.7785
calc18,0.4,70000,200,0.6,1.8,5.0,0.0137,-102.364,-3.66321,-114.846,-98.70079
calc18,0.4,70000,200,0.6,1.8,5.0,0.0275,-176.002,8.697344,-193.333,-184.699344
calc18,0.4,70000,200,0.6,1.8,5.0,0.0412,-245.547,6.831792,-266.296,-252.378792
calc18,0.4,70000,200,0.6,1.8,5.0,0.0549,-293.216,5.662237,-314.946,-298.878237
calc18,0.4,70000,200,0.6,1.8,5.0,0.0686,-325.104,5.43936,-343.295,-330.54336
calc18,0.4,70000,200,0.6,1.8,5.0,0.0824,-346.112,3.45442,-359.431,-349.56642
calc18,0.4,70000,200,0.6,1.8,5.0,0.0961,-356.426,1.44026,-365.359,-357.86626
calc18,0.4,70000,200,0.6,1.8,5.0,0.11,-359.444,-0.59298,-363.864,-358.85102
calc18,0.4,70000,200,0.6,1.8,5.0,0.124,-356.72,-3.06626,-356.372,-353.65374
calc18,0.4,70000,200,0.6,1.8,5.0,0.137,-352.526,-6.0579,-347.665,-346.4681
calc18,0.4,70000,200,0.6,1.8,5.0,0.151,-347.269,-8.94429,-338.446,-338.32471
calc18,0.4,70000,200,0.6,1.8,5.0,0.165,-341.253,-12.2988,-329.48,-328.9542
calc18,0.4,70000,200,0.6,1.8,5.0,0.178,-326.294,-15.1381,-310.385,-311.1559
calc18,0.4,70000,200,0.6,1.8,5.0,0.192,-307.138,-18.186,-286.91,-288.952
calc18,0.4,70000,200,0.6,1.8,5.0,0.206,-272.751,-20.1858,-250.083,-252.5652
calc18,0.4,70000,200,0.6,1.8,5.0,0.22,-235.885,-22.2925,-211.327,-213.5925
calc18,0.4,70000,200,0.6,1.8,5.0,0.233,-193.08,-23.209,-173.356,-169.871
calc18,0.4,70000,200,0.6,1.8,5.0,0.247,-149.294,-24.1929,-135.036,-125.1011
calc18,0.4,70000,200,0.6,1.8,5.0,0.261,-110.788,-24.2946,-105.828,-86.4934
calc18,0.4,70000,200,0.6,1.8,5.0,0.275,-72.3955,-24.3976,-77.6142,-47.9979
calc18,0.4,70000,200,0.6,1.8,5.0,0.288,-42.2219,-24.0272,-56.5906,-18.1947
calc18,0.4,70000,200,0.6,1.8,5.0,0.302,-16.1612,-23.5446,-39.4537,7.3834
calc18,0.4,70000,200,0.6,1.8,5.0,0.316,6.989721,-22.9296,-24.1322,29.919321
calc18,0.4,70000,200,0.6,1.8,5.0,0.329,21.20614,-22.1265,-14.5928,43.33264
calc18,0.4,70000,200,0.6,1.8,5.0,0.343,35.19767,-21.2856,-5.17827,56.48327
calc18,0.4,70000,200,0.6,1.8,5.0,0.357,44.86866,-20.3848,1.887558,65.25346
calc18,0.4,70000,200,0.6,1.8,5.0,0.371,51.92576,-19.4247,7.536042,71.35046
calc18,0.4,70000,200,0.6,1.8,5.0,0.384,58.86826,-18.4625,13.10553,77.33076
calc18,0.4,70000,200,0.6,1.8,5.0,0.398,62.00734,-17.5164,16.29681,79.52374
calc18,0.4,70000,200,0.6,1.8,5.0,0.412,64.35202,-16.5448,19.00354,80.89682
calc18,0.4,70000,200,0.6,1.8,5.0,0.426,66.65458,-15.6001,21.66858,82.25468
calc18,0.4,70000,200,0.6,1.8,5.0,0.439,66.45178,-14.791,22.33505,81.24278
calc18,0.4,70000,200,0.6,1.8,5.0,0.453,65.68672,-13.989,22.56531,79.67572
calc18,0.4,70000,200,0.6,1.8,5.0,0.467,64.92479,-13.2144,22.78338,78.13919
calc18,0.4,70000,200,0.6,1.8,5.0,0.48,63.47091,-12.5807,22.38847,76.05161
calc18,0.4,70000,200,0.6,1.8,5.0,0.494,61.51057,-12.0371,21.5546,73.54767
calc18,0.4,70000,200,0.6,1.8,5.0,0.508,59.57319,-11.5138,20.72307,71.08699
calc18,0.4,70000,200,0.6,1.8,5.0,0.522,57.63931,-11.0125,19.88542,68.65181
calc18,0.4,70000,200,0.6,1.8,5.0,0.535,55.78611,-10.7397,18.99628,66.52581
calc18,0.4,70000,200,0.6,1.8,5.0,0.549,53.95179,-10.4811,18.11048,64.43289
calc18,0.4,70000,200,0.6,1.8,5.0,0.563,52.10357,-10.2113,17.22299,62.31487
calc18,0.4,70000,200,0.6,1.8,5.0,0.577,50.40995,-10.0386,16.39282,60.44855
calc18,0.4,70000,200,0.6,1.8,5.0,0.59,48.94197,-10.0071,15.65333,58.94907
calc18,0.4,70000,200,0.6,1.8,5.0,0.604,47.48704,-9.98465,14.91675,57.47169
calc18,0.4,70000,200,0.6,1.8,5.0,0.618,46.02431,-9.95488,14.17903,55.97919
calc18,0.4,70000,200,0.6,1.8,5.0,0.631,44.84125,-9.95195,13.57633,54.7932
calc18,0.4,70000,200,0.6,1.8,5.0,0.645,44.19901,-9.98931,13.23879,54.18832
calc18,0.4,70000,200,0.6,1.8,5.0,0.659,43.56197,-10.0268,12.90318,53.58877
calc18,0.4,70000,200,0.6,1.8,5.0,0.673,42.91759,-10.0651,12.56483,52.98269
calc21,0.4,70000,200,0.6,2.3,5.5,0.0,-124.422,-26.3763,-106.267,-98.0457
calc21,0.4,70000,200,0.6,2.3,5.5,0.0137,-166.689,-9.6476,-139.064,-157.0414
calc21,0.4,70000,200,0.6,2.3,5.5,0.0275,-238.178,109.481,-196.762,-347.659
calc21,0.4,70000,200,0.6,2.3,5.5,0.0412,-306.469,-46.5067,-260.669,-259.9623
calc21,0.4,70000,200,0.6,2.3,5.5,0.0549,-361.644,-2.67731,-317.406,-358.96669
calc21,0.4,70000,200,0.6,2.3,5.5,0.0686,-395.411,21.87692,-354.976,-417.28792
calc21,0.4,70000,200,0.6,2.3,5.5,0.0824,-408.063,26.47502,-375.592,-434.53802
calc21,0.4,70000,200,0.6,2.3,5.5,0.0961,-409.736,6.074519,-384.937,-415.810519
calc21,0.4,70000,200,0.6,2.3,5.5,0.11,-404.114,-8.91333,-385.517,-395.20067
calc21,0.4,70000,200,0.6,2.3,5.5,0.124,-393.566,-24.5268,-378.453,-369.0392
calc21,0.4,70000,200,0.6,2.3,5.5,0.137,-383.061,-12.0451,-366.705,-371.0159
calc21,0.4,70000,200,0.6,2.3,5.5,0.151,-372.554,-21.1872,-353.627,-351.3668
calc21,0.4,70000,200,0.6,2.3,5.5,0.165,-362.1,-51.9993,-338.974,-310.1007
calc21,0.4,70000,200,0.6,2.3,5.5,0.178,-341.763,-44.6747,-316.349,-297.0883
calc21,0.4,70000,200,0.6,2.3,5.5,0.192,-316.63,-71.4099,-289.808,-245.2201
calc21,0.4,70000,200,0.6,2.3,5.5,0.206,-275.51,-63.9558,-253.024,-211.5542
calc21,0.4,70000,200,0.6,2.3,5.5,0.22,-231.584,-81.5174,-214.312,-150.0666
calc21,0.4,70000,200,0.6,2.3,5.5,0.233,-186.57,-74.7435,-177.314,-111.8265
calc21,0.4,70000,200,0.6,2.3,5.5,0.247,-140.625,-83.9642,-139.75,-56.6608
calc21,0.4,70000,200,0.6,2.3,5.5,0.261,-105.217,-73.687,-111.463,-31.53
calc21,0.4,70000,200,0.6,2.3,5.5,0.275,-70.6408,-80.713,-84.0512,10.0722
calc21,0.4,70000,200,0.6,2.3,5.5,0.288,-43.5933,-70.0986,-63.1229,26.5053
calc21,0.4,70000,200,0.6,2.3,5.5,0.302,-20.2412,-74.5306,-45.5368,54.2894
calc21,0.4,70000,200,0.6,2.3,5.5,0.316,0.80235,-65.7612,-29.6422,66.56355
calc21,0.4,70000,200,0.6,2.3,5.5,0.329,15.02304,-67.8218,-18.9069,82.84484
calc21,0.4,70000,200,0.6,2.3,5.5,0.343,29.02573,-60.9417,-8.30919,89.96743
calc21,0.4,70000,200,0.6,2.3,5.5,0.357,38.50361,-60.7578,-0.64428,99.26141
calc21,0.4,70000,200,0.6,2.3,5.5,0.371,45.18648,-58.5075,5.203488,103.69398
calc21,0.4,70000,200,0.6,2.3,5.5,0.384,51.77414,-53.739,10.99181,105.51314
calc21,0.4,70000,200,0.6,2.3,5.5,0.398,54.96226,-52.3383,14.39572,107.30056
calc21,0.4,70000,200,0.6,2.3,5.5,0.412,57.42532,-50.5686,17.29062,107.99392
calc21,0.4,70000,200,0.6,2.3,5.5,0.426,59.87334,-47.09,20.17884,106.96334
calc21,0.4,70000,200,0.6,2.3,5.5,0.439,60.01003,-45.9419,21.25324,105.95193
calc21,0.4,70000,200,0.6,2.3,5.5,0.453,59.62332,-44.4258,21.91958,104.04912
calc21,0.4,70000,200,0.6,2.3,5.5,0.467,59.25597,-41.2585,22.60103,100.51447
calc21,0.4,70000,200,0.6,2.3,5.5,0.48,57.94435,-40.5181,22.53235,98.46245
calc21,0.4,70000,200,0.6,2.3,5.5,0.494,55.9551,-39.0236,21.92975,94.9787
calc21,0.4,70000,200,0.6,2.3,5.5,0.508,53.99099,-36.049,21.34383,90.03999
calc21,0.4,70000,200,0.6,2.3,5.5,0.522,52.00974,-35.4633,20.73822,87.47304
calc21,0.4,70000,200,0.6,2.3,5.5,0.535,49.95339,-33.9392,20.02337,83.89259
calc21,0.4,70000,200,0.6,2.3,5.5,0.549,47.92145,-31.1425,19.32379,79.06395
calc21,0.4,70000,200,0.6,2.3,5.5,0.563,45.86778,-30.6337,18.61071,76.50148
calc21,0.4,70000,200,0.6,2.3,5.5,0.577,43.94027,-28.0203,17.96635,71.96057
calc21,0.4,70000,200,0.6,2.3,5.5,0.59,42.16925,-27.815,17.39833,69.98425
calc21,0.4,70000,200,0.6,2.3,5.5,0.604,40.41956,-25.0506,16.84594,65.47016
calc21,0.4,70000,200,0.6,2.3,5.5,0.618,38.65196,-24.7683,16.27974,63.42026
calc21,0.4,70000,200,0.6,2.3,5.5,0.631,37.21947,-22.1523,15.83176,59.37177
calc21,0.4,70000,200,0.6,2.3,5.5,0.645,36.40683,-21.7802,15.58199,58.18703
calc21,0.4,70000,200,0.6,2.3,5.5,0.659,35.61219,-19.8198,15.34228,55.43199
calc21,0.4,70000,200,0.6,2.3,5.5,0.673,34.79432,-19.3208,15.09199,54.11512
calc21,0.4,70000,200,0.6,2.3,5.5,0.686,34.00488,-17.3012,14.85275,51.30608
calc22,0.4,70000,200,0.6,1.8,7.0,0.0,-67.9986,-18.5738,-108.155,-49.4248
calc22,0.4,70000,200,0.6,1.8,7.0,0.0137,-105.971,808.215,-153.728,-914.186
calc22,0.4,70000,200,0.6,1.8,7.0,0.0275,-184.718,56.23567,-241.166,-240.95367
calc22,0.4,70000,200,0.6,1.8,7.0,0.0412,-259.009,-0.89248,-318.588,-258.11652
